field,parent_type,fortran_type,rank,declared_bounds,decl_file,decl_line,alloc_sites,category,notes
BOUNDARY_COORD,MESH_TYPE,"TYPE(BOUNDARY_COORD_TYPE), ALLOCATABLE",1,deferred(:); allocated as (N_BOUNDARY_COORD_DIM) | (M%N_BOUNDARY_COORD_DIM),mesh.f90,305,dump.f90:4192[N_BOUNDARY_COORD_DIM]; func.f90:4124[(from BC_DUMMY)]; init.f90:67[M%N_BOUNDARY_COORD_DIM],wall_obst_cutcell,
BOUNDARY_PROP1,MESH_TYPE,"TYPE(BOUNDARY_PROP1_TYPE), ALLOCATABLE",1,deferred(:); allocated as (N_BOUNDARY_PROP1_DIM) | (M%N_BOUNDARY_PROP1_DIM),mesh.f90,306,dump.f90:4194[N_BOUNDARY_PROP1_DIM]; func.f90:4238[(from B1_DUMMY)]; init.f90:68[M%N_BOUNDARY_PROP1_DIM],wall_obst_cutcell,
BOUNDARY_PROP2,MESH_TYPE,"TYPE(BOUNDARY_PROP2_TYPE), ALLOCATABLE",1,deferred(:); allocated as (N_BOUNDARY_PROP2_DIM) | (M%N_BOUNDARY_PROP2_DIM),mesh.f90,307,dump.f90:4195[N_BOUNDARY_PROP2_DIM]; func.f90:4301[(from B2_DUMMY)]; init.f90:69[M%N_BOUNDARY_PROP2_DIM],wall_obst_cutcell,
BOUNDARY_RADIA,MESH_TYPE,"TYPE(BOUNDARY_RADIA_TYPE), ALLOCATABLE",1,deferred(:); allocated as (N_BOUNDARY_RADIA_DIM) | (M%N_BOUNDARY_RADIA_DIM),mesh.f90,308,dump.f90:4196[N_BOUNDARY_RADIA_DIM]; func.f90:4361[(from BR_DUMMY)]; init.f90:70[M%N_BOUNDARY_RADIA_DIM],wall_obst_cutcell,
N_BOUNDARY_COORD_DIM,MESH_TYPE,INTEGER,0,scalar,mesh.f90,309,,wall_obst_cutcell,
N_BOUNDARY_ONE_D_DIM,MESH_TYPE,INTEGER,0,scalar,mesh.f90,309,,wall_obst_cutcell,
N_BOUNDARY_THR_D_DIM,MESH_TYPE,INTEGER,0,scalar,mesh.f90,309,,wall_obst_cutcell,
N_BOUNDARY_PROP1_DIM,MESH_TYPE,INTEGER,0,scalar,mesh.f90,309,,wall_obst_cutcell,
N_BOUNDARY_PROP2_DIM,MESH_TYPE,INTEGER,0,scalar,mesh.f90,309,,wall_obst_cutcell,
N_BOUNDARY_RADIA_DIM,MESH_TYPE,INTEGER,0,scalar,mesh.f90,310,,wall_obst_cutcell,
NEXT_AVAILABLE_BOUNDARY_COORD_SLOT,MESH_TYPE,INTEGER,0,scalar,mesh.f90,311,,wall_obst_cutcell,
NEXT_AVAILABLE_BOUNDARY_ONE_D_SLOT,MESH_TYPE,INTEGER,0,scalar,mesh.f90,312,,wall_obst_cutcell,
NEXT_AVAILABLE_BOUNDARY_THR_D_SLOT,MESH_TYPE,INTEGER,0,scalar,mesh.f90,313,,wall_obst_cutcell,
NEXT_AVAILABLE_BOUNDARY_PROP1_SLOT,MESH_TYPE,INTEGER,0,scalar,mesh.f90,314,,wall_obst_cutcell,
NEXT_AVAILABLE_BOUNDARY_PROP2_SLOT,MESH_TYPE,INTEGER,0,scalar,mesh.f90,315,,wall_obst_cutcell,
NEXT_AVAILABLE_BOUNDARY_RADIA_SLOT,MESH_TYPE,INTEGER,0,scalar,mesh.f90,316,,wall_obst_cutcell,
BOUNDARY_COORD_OCCUPANCY,MESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (N_BOUNDARY_COORD_DIM) | (M%N_BOUNDARY_COORD_DIM),mesh.f90,317,dump.f90:4176[N_BOUNDARY_COORD_DIM]; func.f90:4127[(from DUMMY)]; init.f90:62[M%N_BOUNDARY_COORD_DIM],wall_obst_cutcell,
BOUNDARY_ONE_D_OCCUPANCY,MESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (N_BOUNDARY_ONE_D_DIM),mesh.f90,317,dump.f90:4177[N_BOUNDARY_ONE_D_DIM]; func.f90:4156[(from DUMMY)],wall_obst_cutcell,
BOUNDARY_THR_D_OCCUPANCY,MESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); no ALLOCATE found,mesh.f90,317,func.f90:4209[(from DUMMY)],wall_obst_cutcell,
BOUNDARY_PROP1_OCCUPANCY,MESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (N_BOUNDARY_PROP1_DIM) | (M%N_BOUNDARY_PROP1_DIM),mesh.f90,318,dump.f90:4178[N_BOUNDARY_PROP1_DIM]; func.f90:4241[(from DUMMY)]; init.f90:63[M%N_BOUNDARY_PROP1_DIM],wall_obst_cutcell,
BOUNDARY_PROP2_OCCUPANCY,MESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (N_BOUNDARY_PROP2_DIM) | (M%N_BOUNDARY_PROP2_DIM),mesh.f90,318,dump.f90:4179[N_BOUNDARY_PROP2_DIM]; func.f90:4304[(from DUMMY)]; init.f90:64[M%N_BOUNDARY_PROP2_DIM],wall_obst_cutcell,
BOUNDARY_RADIA_OCCUPANCY,MESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (N_BOUNDARY_RADIA_DIM) | (M%N_BOUNDARY_RADIA_DIM),mesh.f90,318,dump.f90:4180[N_BOUNDARY_RADIA_DIM]; func.f90:4364[(from DUMMY)]; init.f90:65[M%N_BOUNDARY_RADIA_DIM],wall_obst_cutcell,
PARTICLE_LAST,MESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (N_LAGRANGIAN_CLASSES),mesh.f90,318,init.f90:925[N_LAGRANGIAN_CLASSES],particle,
NLP,MESH_TYPE,INTEGER,0,scalar,mesh.f90,319,,particle,
NLPDIM,MESH_TYPE,INTEGER,0,scalar,mesh.f90,319,,particle,
PARTICLE_TAG,MESH_TYPE,INTEGER,0,scalar,mesh.f90,319,,particle,
N_SLCF,MESH_TYPE,INTEGER,0,scalar,mesh.f90,321,,other,output / Smokeview
SLICE,MESH_TYPE,"TYPE(SLICE_TYPE), ALLOCATABLE",1,deferred(:); allocated as (N_SLCF),mesh.f90,322,read.f90:16028[N_SLCF],other,output / Smokeview
N_SLCF_O,MESH_TYPE,INTEGER,0,scalar,mesh.f90,323,,other,output / VTK and unique-slice bookkeeping (new in FireX)
N_SLCF_VTK,MESH_TYPE,INTEGER,0,scalar,mesh.f90,323,,other,output / VTK and unique-slice bookkeeping (new in FireX) | no MESH_POINTERS alias (access only via MESHES(NM)%N_SLCF_VTK or M%N_SLCF_VTK)
N_UNIQUE_SLCF,MESH_TYPE,INTEGER,0,scalar,mesh.f90,325,,other,output / VTK and unique-slice bookkeeping (new in FireX)
UNIQUE_SLICE_NAMES,MESH_TYPE,"CHARACTER(200), ALLOCATABLE",1,deferred(:); allocated as (N_UNIQUE_SLCF),mesh.f90,326,read.f90:16006[N_UNIQUE_SLCF]; read.f90:16354[N_UNIQUE_SLCF],other,output / VTK and unique-slice bookkeeping (new in FireX)
ALL_SLICE_NAMES,MESH_TYPE,"CHARACTER(200), ALLOCATABLE",1,deferred(:); allocated as (N_SLCF_O*4),mesh.f90,326,read.f90:16011[N_SLCF_O*4],other,output / VTK and unique-slice bookkeeping (new in FireX)
ALL_SLICE_QUANTITIES,MESH_TYPE,"CHARACTER(200), ALLOCATABLE",1,deferred(:); allocated as (N_SLCF_O*4),mesh.f90,326,read.f90:16012[N_SLCF_O*4],other,output / VTK and unique-slice bookkeeping (new in FireX)
ALL_SLICE_TOPOLOGIES,MESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (N_SLCF_O*4),mesh.f90,327,read.f90:16013[N_SLCF_O*4],other,output / VTK and unique-slice bookkeeping (new in FireX)
EMPTY_UNIQUE_SLICE,MESH_TYPE,"LOGICAL, ALLOCATABLE",1,deferred(:); allocated as (N_UNIQUE_SLCF),mesh.f90,328,read.f90:16007[N_UNIQUE_SLCF],other,output / VTK and unique-slice bookkeeping (new in FireX)
UNIQUE_SLICE_IS_SL3D,MESH_TYPE,"LOGICAL, ALLOCATABLE",1,deferred(:); allocated as (MESHES(1)%N_UNIQUE_SLCF) | (N_UNIQUE_SLCF),mesh.f90,328,main.f90:4868[MESHES(1)%N_UNIQUE_SLCF]; read.f90:16008[N_UNIQUE_SLCF],other,output / VTK and unique-slice bookkeeping (new in FireX)
UNIQUE_SLICE_IN_DOMAIN,MESH_TYPE,"LOGICAL, ALLOCATABLE",1,deferred(:); allocated as (MESHES(1)%N_UNIQUE_SLCF) | (N_UNIQUE_SLCF),mesh.f90,328,main.f90:4852[MESHES(1)%N_UNIQUE_SLCF]; read.f90:16003[N_UNIQUE_SLCF],other,output / VTK and unique-slice bookkeeping (new in FireX)
UNIQUE_SLCF_AGL,MESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (N_UNIQUE_SLCF),mesh.f90,329,read.f90:16023[N_UNIQUE_SLCF],other,output / VTK and unique-slice bookkeeping (new in FireX) | no MESH_POINTERS alias (access only via MESHES(NM)%UNIQUE_SLCF_AGL or M%UNIQUE_SLCF_AGL)
N_RADF,MESH_TYPE,INTEGER,0,scalar,mesh.f90,331,,other,output / Smokeview
RAD_FILE,MESH_TYPE,"TYPE(RAD_FILE_TYPE), ALLOCATABLE",1,deferred(:); allocated as (N_RADF),mesh.f90,332,read.f90:16539[N_RADF],other,output / Smokeview
N_PATCH,MESH_TYPE,INTEGER,0,scalar,mesh.f90,334,,other,output / Smokeview
N_BNDF_POINTS,MESH_TYPE,INTEGER,0,scalar,mesh.f90,334,,other,output / Smokeview
N_EXTERIOR_PATCH,MESH_TYPE,INTEGER,0,scalar,mesh.f90,334,,other,output / Smokeview
PATCH,MESH_TYPE,"TYPE(PATCH_TYPE), ALLOCATABLE",1,deferred(:); allocated as (M%N_PATCH) | (1:N2) | (N_PATCH),mesh.f90,335,dump.f90:1334[M%N_PATCH]; dump.f90:1750[1:N2]; dump.f90:4274[N_PATCH],other,output / Smokeview
EXTERIOR_PATCH,MESH_TYPE,"TYPE(PATCH_TYPE), ALLOCATABLE",1,deferred(:); allocated as (1:N2) | (10),mesh.f90,336,dump.f90:1755[1:N2]; dump.f90:2848[10],other,output / Smokeview
UIID,MESH_TYPE,"REAL(EB), ALLOCATABLE",4,"deferred(:,:,:,:); allocated as (0:M%IBP1,0:M%JBP1,0:M%KBP1,1:UIIDIM)",mesh.f90,338,"init.f90:854[0:M%IBP1,0:M%JBP1,0:M%KBP1,1:UIIDIM]",radiation,
RAD_CALL_COUNTER,MESH_TYPE,INTEGER,0,scalar,mesh.f90,339,,radiation,
ANGLE_INC_COUNTER,MESH_TYPE,INTEGER,0,scalar,mesh.f90,339,,radiation,
INTERPOLATED_MESH,MESH_TYPE,"INTEGER, ALLOCATABLE",3,"deferred(:,:,:); allocated as (1:M%IBAR,1:M%JBAR,1:M%KBAR)",mesh.f90,341,"init.f90:1569[1:M%IBAR,1:M%JBAR,1:M%KBAR]",ghost_boundary,
STRING,MESH_TYPE,"CHARACTER(MESH_STRING_LENGTH), ALLOCATABLE",1,deferred(:); allocated as (M%N_STRINGS_MAX+100) | (M%N_STRINGS_MAX),mesh.f90,343,func.f90:3825[M%N_STRINGS_MAX+100]; init.f90:1197[M%N_STRINGS_MAX],other,output / Smokeview
N_STRINGS,MESH_TYPE,INTEGER,0,scalar,mesh.f90,344,,other,output / Smokeview
N_STRINGS_MAX,MESH_TYPE,INTEGER,0,scalar,mesh.f90,344,,other,output / Smokeview
K_AGL_SLICE,MESH_TYPE,"INTEGER, ALLOCATABLE",3,"deferred(:,:,:); allocated as (0:IBP1,0:JBP1,N_TERRAIN_SLCF)",mesh.f90,346,"read.f90:16333[0:IBP1,0:JBP1,N_TERRAIN_SLCF]",other,"level-set / terrain (2-D I,J arrays)"
LS_KLO_TERRAIN,MESH_TYPE,"INTEGER, ALLOCATABLE",2,"deferred(:,:); allocated as (0:IBP1,0:JBP1)",mesh.f90,347,"vege.f90:88[0:IBP1,0:JBP1]",other,"level-set / terrain (2-D I,J arrays)"
LS_KHI_TERRAIN,MESH_TYPE,"INTEGER, ALLOCATABLE",2,"deferred(:,:); allocated as (0:IBP1,0:JBP1)",mesh.f90,347,"vege.f90:90[0:IBP1,0:JBP1]",other,"level-set / terrain (2-D I,J arrays)"
K_LS,MESH_TYPE,"INTEGER, ALLOCATABLE",2,"deferred(:,:); allocated as (0:IBP1,0:JBP1)",mesh.f90,347,"vege.f90:80[0:IBP1,0:JBP1]",other,"level-set / terrain (2-D I,J arrays)"
LS_SURF_INDEX,MESH_TYPE,"INTEGER, ALLOCATABLE",2,"deferred(:,:); allocated as (0:IBP1,0:JBP1)",mesh.f90,347,"vege.f90:81[0:IBP1,0:JBP1]",other,"level-set / terrain (2-D I,J arrays)"
N_TERRAIN_SLCF,MESH_TYPE,INTEGER,0,scalar,mesh.f90,348,,other,"level-set / terrain (2-D I,J arrays)"
FLUX0_LS,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IBAR,JBAR)",mesh.f90,350,"vege.f90:211[IBAR,JBAR]",other,"level-set / terrain (2-D I,J arrays)"
FLUX1_LS,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IBAR,JBAR)",mesh.f90,350,"vege.f90:212[IBAR,JBAR]",other,"level-set / terrain (2-D I,J arrays)"
PHI_LS,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (-1:IBAR+2,-1:JBAR+2)",mesh.f90,350,"vege.f90:67[-1:IBAR+2,-1:JBAR+2]",other,"level-set / terrain (2-D I,J arrays)"
PHI1_LS,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (-1:IBAR+2,-1:JBAR+2)",mesh.f90,350,"vege.f90:69[-1:IBAR+2,-1:JBAR+2]",other,"level-set / terrain (2-D I,J arrays)"
ROS_HEAD,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IBAR,JBAR)",mesh.f90,350,"vege.f90:195[IBAR,JBAR]",other,"level-set / terrain (2-D I,J arrays)"
SR_X_LS,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IBAR,JBAR)",mesh.f90,351,"vege.f90:234[IBAR,JBAR]",other,"level-set / terrain (2-D I,J arrays)"
SR_Y_LS,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IBAR,JBAR)",mesh.f90,351,"vege.f90:235[IBAR,JBAR]",other,"level-set / terrain (2-D I,J arrays)"
U_LS,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (0:IBP1,0:JBP1)",mesh.f90,351,"vege.f90:74[0:IBP1,0:JBP1]",other,"level-set / terrain (2-D I,J arrays)"
V_LS,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (0:IBP1,0:JBP1)",mesh.f90,351,"vege.f90:75[0:IBP1,0:JBP1]",other,"level-set / terrain (2-D I,J arrays)"
Z_LS,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (0:IBP1,0:JBP1)",mesh.f90,351,"vege.f90:79[0:IBP1,0:JBP1]",other,"level-set / terrain (2-D I,J arrays)"
DZTDX,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IBAR,JBAR)",mesh.f90,351,"vege.f90:216[IBAR,JBAR]",other,"level-set / terrain (2-D I,J arrays)"
DZTDY,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IBAR,JBAR)",mesh.f90,351,"vege.f90:217[IBAR,JBAR]",other,"level-set / terrain (2-D I,J arrays)"
MAG_ZT,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IBAR,JBAR)",mesh.f90,351,"vege.f90:218[IBAR,JBAR]",other,"level-set / terrain (2-D I,J arrays)"
PHI_WS,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IBAR,JBAR)",mesh.f90,352,"vege.f90:222[IBAR,JBAR]",other,"level-set / terrain (2-D I,J arrays)"
UMF,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IBAR,JBAR)",mesh.f90,352,"vege.f90:228[IBAR,JBAR]",other,"level-set / terrain (2-D I,J arrays)"
THETA_ELPS,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IBAR,JBAR)",mesh.f90,352,"vege.f90:229[IBAR,JBAR]",other,"level-set / terrain (2-D I,J arrays)"
PHI_S_X,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IBAR,JBAR)",mesh.f90,352,"vege.f90:223[IBAR,JBAR]",other,"level-set / terrain (2-D I,J arrays)"
PHI_S_Y,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IBAR,JBAR)",mesh.f90,352,"vege.f90:224[IBAR,JBAR]",other,"level-set / terrain (2-D I,J arrays)"
PHI_W,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); no ALLOCATE found",mesh.f90,352,,other,"level-set / terrain (2-D I,J arrays) | ALLOCATABLE but never ALLOCATEd; aliased mesh.f90:904; ChkMemErr label 'PHI_W' at vege.f90:222 actually belongs to PHI_WS | ALLOCATABLE but no ALLOCATE/MOVE_ALLOC found in Source/*.f90 (dead or allocated implicitly)"
LS_WORK1,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (0:IBAR,0:JBAR)",mesh.f90,352,"vege.f90:190[0:IBAR,0:JBAR]",scratch_work,
LS_WORK2,MESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (0:IBAR,0:JBAR)",mesh.f90,352,"vege.f90:191[0:IBAR,0:JBAR]",scratch_work,
PT_H,ZONE_MESH_TYPE,"TYPE(MKL_PARDISO_HANDLE), ALLOCATABLE",1,deferred(:); allocated as (64),type.f90,1758,pres.f90:2907[64],pressure_solver,preprocessor alternative declaration(s) (both #ifdef branches scanned; first kept): INTEGER()@type.f90:1760 | doc: Internal solver memory pointer
HYPRE_ZM,ZONE_MESH_TYPE,TYPE(HYPRE_ZM_TYPE),0,scalar,type.f90,1763,,pressure_solver,preprocessor alternative declaration(s) (both #ifdef branches scanned; first kept): INTEGER()@type.f90:1765
NUNKH,ZONE_MESH_TYPE,INTEGER,0,scalar,type.f90,1767,,pressure_solver,doc: Number of unknowns in pressure solution for a given ZONE_MESH
NCVLH,ZONE_MESH_TYPE,INTEGER,0,scalar,type.f90,1768,,pressure_solver,doc: Number of pressure control volumes for a given ZONE_MESH
ICVL,ZONE_MESH_TYPE,INTEGER,0,scalar,type.f90,1769,,pressure_solver,doc: Control volume counter for parent ZONE
IROW,ZONE_MESH_TYPE,INTEGER,0,scalar,type.f90,1770,,pressure_solver,doc: Parent ZONE matrix row index
NUNKH_CART,ZONE_MESH_TYPE,INTEGER,0,scalar,type.f90,1771,,pressure_solver,doc: Number of unknowns in Cartesian cells of ZONE_MESH
NCVLH_CART,ZONE_MESH_TYPE,INTEGER,0,scalar,type.f90,1772,,pressure_solver,doc: Number of pressure CVs in Cartesian cells of ZONE_MESH
MTYPE,ZONE_MESH_TYPE,INTEGER,0,scalar,type.f90,1773,,pressure_solver,"doc: Matrix type (symmetric indefinite, or symm positive definite)"
CONNECTED_ZONE_PARENT,ZONE_MESH_TYPE,INTEGER,0,scalar,type.f90,1774,,pressure_solver,doc: Index of first zone in a connected zone list
USE_FFT,ZONE_MESH_TYPE,LOGICAL,0,scalar,type.f90,1775,,pressure_solver,doc: Flag for use of FFT solver
MESH_IJK,ZONE_MESH_TYPE,"INTEGER, ALLOCATABLE",2,"deferred(:,:); allocated as (1:3,1:ZM%NCVLH)",type.f90,1776,"pres.f90:1351[1:3,1:ZM%NCVLH]",pressure_solver,"doc: I,J,K positions of cell with unknown row IROW (1:3,1:NUNKH)"
A_H,ZONE_MESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (TOT_NNZ_H),type.f90,1777,pres.f90:2870[TOT_NNZ_H],pressure_solver,"doc: Matrix coefficients for ZONE_MESH, up triang part, CSR format."
IA_H,ZONE_MESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (ZM%NUNKH+1),type.f90,1778,pres.f90:2870[ZM%NUNKH+1],pressure_solver,"doc: Matrix indexes for ZONE_MESH, up triang part, CSR format."
JA_H,ZONE_MESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (TOT_NNZ_H),type.f90,1778,pres.f90:2870[TOT_NNZ_H],pressure_solver,"doc: Matrix indexes for ZONE_MESH, up triang part, CSR format."
F_H,ZONE_MESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (ZM%NUNKH),type.f90,1779,pres.f90:2860[ZM%NUNKH],pressure_solver,doc: RHS and Solution containers for the ZONE_MESH.
X_H,ZONE_MESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (ZM%NUNKH),type.f90,1779,pres.f90:2860[ZM%NUNKH],pressure_solver,doc: RHS and Solution containers for the ZONE_MESH.
N_ITEMS,STORAGE_TYPE,INTEGER,0,scalar,type.f90,27,,mpi_exchange,"doc: Number of WALL cells, CFACEs, or PARTICLEs listed in ITEM_INDEX"
N_ITEMS_DIM,STORAGE_TYPE,INTEGER,0,scalar,type.f90,28,,mpi_exchange,doc: Dimension of 1-D arrays ITEM_INDEX and SURF_INDEX
ITEM_INDEX,STORAGE_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (1:OS%N_ITEMS_DIM) | (OS%N_ITEMS_DIM) | (OS%N_ITEMS) | (TRUE_COUNT),type.f90,29,init.f90:3808[1:OS%N_ITEMS_DIM]; init.f90:4097[1:OS%N_ITEMS_DIM]; init.f90:4408[1:OS%N_ITEMS_DIM]; main.f90:2381[OS%N_ITEMS_DIM]; main.f90:2386[OS%N_ITEMS_DIM]; main.f90:2578[OS%N_ITEMS]; main.f90:2582[TRUE_COUNT],mpi_exchange,"doc: Array of indices of the WALL cells, CFACEs, or PARTICLEs"
SURF_INDEX,STORAGE_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (1:OS%N_ITEMS_DIM) | (OS%N_ITEMS_DIM) | (OS%N_ITEMS) | (TRUE_COUNT),type.f90,30,init.f90:3809[1:OS%N_ITEMS_DIM]; init.f90:4098[1:OS%N_ITEMS_DIM]; init.f90:4409[1:OS%N_ITEMS_DIM]; main.f90:2382[OS%N_ITEMS_DIM]; main.f90:2387[OS%N_ITEMS_DIM]; main.f90:2579[OS%N_ITEMS]; main.f90:2583[TRUE_COUNT],mpi_exchange,"doc: Array of SURF indices of the WALL cells, CFACEs, or PARTICLEs"
SAVE_FLAG,STORAGE_TYPE,"LOGICAL, ALLOCATABLE",1,deferred(:); allocated as (1:OS%N_ITEMS_DIM) | (OS%N_ITEMS) | (TRUE_COUNT),type.f90,31,init.f90:3810[1:OS%N_ITEMS_DIM]; init.f90:4099[1:OS%N_ITEMS_DIM]; init.f90:4410[1:OS%N_ITEMS_DIM]; main.f90:2580[OS%N_ITEMS]; main.f90:2584[TRUE_COUNT],mpi_exchange,doc: Array of logical parameters to indicate whether the entry is needed
N_REALS_DIM,STORAGE_TYPE,INTEGER,0,scalar,type.f90,32,,mpi_exchange,doc: Dimension of the array REALS
N_INTEGERS_DIM,STORAGE_TYPE,INTEGER,0,scalar,type.f90,33,,mpi_exchange,doc: Dimension of the array INTEGERS
N_LOGICALS_DIM,STORAGE_TYPE,INTEGER,0,scalar,type.f90,34,,mpi_exchange,doc: Dimension of the array LOGICALS
N_REALS,STORAGE_TYPE,INTEGER,0,scalar,type.f90,35,,mpi_exchange,doc: Number of reals stored in REALS
N_INTEGERS,STORAGE_TYPE,INTEGER,0,scalar,type.f90,36,,mpi_exchange,doc: Number of integers stored in INTEGERS
N_LOGICALS,STORAGE_TYPE,INTEGER,0,scalar,type.f90,37,,mpi_exchange,doc: Number of logicals stored in LOGICALS
REALS,STORAGE_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (N_REALS_NEW) | (N_REALS) | (LPC%N_REALS) | (100) | (OS%N_REALS_DIM),type.f90,38,func.f90:5273[(from DUMMY_REALS)]; func.f90:5275[N_REALS_NEW]; init.f90:2308[N_REALS]; main.f90:2279[LPC%N_REALS]; main.f90:2291[100]; main.f90:2294[100]; main.f90:2416[OS%N_REALS_DIM]; main.f90:2444[OS%N_REALS_DIM]; main.f90:2468[OS%N_REALS_DIM]; main.f90:2501[OS%N_REALS_DIM]; main.f90:2532[OS%N_REALS_DIM],mpi_exchange,doc: Array of reals
INTEGERS,STORAGE_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (N_INTEGERS_NEW) | (N_INTEGERS) | (LPC%N_INTEGERS) | (100) | (OS%N_INTEGERS_DIM),type.f90,39,func.f90:5281[(from DUMMY_INTEGERS)]; func.f90:5283[N_INTEGERS_NEW]; init.f90:2309[N_INTEGERS]; main.f90:2280[LPC%N_INTEGERS]; main.f90:2292[100]; main.f90:2295[100]; main.f90:2417[OS%N_INTEGERS_DIM]; main.f90:2445[OS%N_INTEGERS_DIM]; main.f90:2469[OS%N_INTEGERS_DIM]; main.f90:2502[OS%N_INTEGERS_DIM]; main.f90:2533[OS%N_INTEGERS_DIM],mpi_exchange,doc: Array of integers
LOGICALS,STORAGE_TYPE,"LOGICAL, ALLOCATABLE",1,deferred(:); allocated as (N_LOGICALS_NEW) | (N_LOGICALS) | (LPC%N_LOGICALS) | (100) | (OS%N_LOGICALS_DIM),type.f90,40,func.f90:5289[(from DUMMY_LOGICALS)]; func.f90:5291[N_LOGICALS_NEW]; init.f90:2310[N_LOGICALS]; main.f90:2281[LPC%N_LOGICALS]; main.f90:2293[100]; main.f90:2296[100]; main.f90:2418[OS%N_LOGICALS_DIM]; main.f90:2446[OS%N_LOGICALS_DIM]; main.f90:2470[OS%N_LOGICALS_DIM]; main.f90:2503[OS%N_LOGICALS_DIM]; main.f90:2534[OS%N_LOGICALS_DIM],mpi_exchange,doc: Array of logicals
I,EDGE_TYPE,INTEGER,0,scalar,type.f90,2191,,ghost_boundary,doc: Indices of the edge
J,EDGE_TYPE,INTEGER,0,scalar,type.f90,2191,,ghost_boundary,doc: Indices of the edge
K,EDGE_TYPE,INTEGER,0,scalar,type.f90,2191,,ghost_boundary,doc: Indices of the edge
AXIS,EDGE_TYPE,INTEGER,0,scalar,type.f90,2192,,ghost_boundary,"doc: Edge axis, 1=x, 2=y, 3=z"
CELL_INDEX_MM,EDGE_TYPE,INTEGER,0,scalar,type.f90,2193,,ghost_boundary,"doc: Index of adjacent cell, (I,J,K)"
CELL_INDEX_PM,EDGE_TYPE,INTEGER,0,scalar,type.f90,2194,,ghost_boundary,"doc: Index of adjacent cell, (I+1,J,K) or (I,J+1,K)"
CELL_INDEX_MP,EDGE_TYPE,INTEGER,0,scalar,type.f90,2195,,ghost_boundary,"doc: Index of adjacent cell, (I,J+1,K) or (I,J,K+1)"
CELL_INDEX_PP,EDGE_TYPE,INTEGER,0,scalar,type.f90,2196,,ghost_boundary,"doc: Index of adjacent cell, (I,J+1,K+1) or (I+1,J,K+1) or (I+1,J+1,K)"
NOM_1,EDGE_TYPE,INTEGER,0,scalar,type.f90,2197,,ghost_boundary,"doc: Number of Other Mesh, first direction"
IIO_1,EDGE_TYPE,INTEGER,0,scalar,type.f90,2198,,ghost_boundary,"doc: I index in Other mesh, first direction"
