pointer,decl,fortran_type,rank,remap_line,target,target_decl,target_alloc_bounds,category,n_routines_using,n_runtime_routines,sample_routines,notes
Z_LS,mesh.f90:495,REAL(EB),2,mesh.f90:895,M%Z_LS,mesh.f90:351,"deferred(:,:); allocated as (0:IBP1,0:JBP1)",other,5,3,INITIALIZE_LEVEL_SET_FIRESPREAD_1(vege.f90); INITIALIZE_LEVEL_SET_FIRESPREAD_2(vege.f90); FILL_BOUNDARY_VALUES(vege.f90); LEVEL_SET_FIRESPREAD(vege.f90); POINT_TO_MESH(mesh.f90),
DZTDX,mesh.f90:495,REAL(EB),2,mesh.f90:896,M%DZTDX,mesh.f90:351,"deferred(:,:); allocated as (IBAR,JBAR)",other,3,2,INITIALIZE_LEVEL_SET_FIRESPREAD_2(vege.f90); LEVEL_SET_SPREAD_RATE(vege.f90); POINT_TO_MESH(mesh.f90),
DZTDY,mesh.f90:495,REAL(EB),2,mesh.f90:897,M%DZTDY,mesh.f90:351,"deferred(:,:); allocated as (IBAR,JBAR)",other,3,2,INITIALIZE_LEVEL_SET_FIRESPREAD_2(vege.f90); LEVEL_SET_SPREAD_RATE(vege.f90); POINT_TO_MESH(mesh.f90),
MAG_ZT,mesh.f90:495,REAL(EB),2,mesh.f90:898,M%MAG_ZT,mesh.f90:351,"deferred(:,:); allocated as (IBAR,JBAR)",other,2,1,INITIALIZE_LEVEL_SET_FIRESPREAD_2(vege.f90); POINT_TO_MESH(mesh.f90),
PHI_WS,mesh.f90:496,REAL(EB),2,mesh.f90:899,M%PHI_WS,mesh.f90:352,"deferred(:,:); allocated as (IBAR,JBAR)",other,3,2,LEVEL_SET_FIRESPREAD(vege.f90); INITIALIZE_LEVEL_SET_FIRESPREAD_2(vege.f90); POINT_TO_MESH(mesh.f90),
UMF,mesh.f90:496,REAL(EB),2,mesh.f90:900,M%UMF,mesh.f90:352,"deferred(:,:); allocated as (IBAR,JBAR)",other,4,3,POINT_TO_MESH(mesh.f90); INITIALIZE_LEVEL_SET_FIRESPREAD_2(vege.f90); LEVEL_SET_FIRESPREAD(vege.f90); LEVEL_SET_SPREAD_RATE(vege.f90),
THETA_ELPS,mesh.f90:496,REAL(EB),2,mesh.f90:901,M%THETA_ELPS,mesh.f90:352,"deferred(:,:); allocated as (IBAR,JBAR)",other,4,3,LEVEL_SET_FIRESPREAD(vege.f90); INITIALIZE_LEVEL_SET_FIRESPREAD_2(vege.f90); LEVEL_SET_SPREAD_RATE(vege.f90); POINT_TO_MESH(mesh.f90),
PHI_S_X,mesh.f90:496,REAL(EB),2,mesh.f90:902,M%PHI_S_X,mesh.f90:352,"deferred(:,:); allocated as (IBAR,JBAR)",other,3,2,LEVEL_SET_FIRESPREAD(vege.f90); INITIALIZE_LEVEL_SET_FIRESPREAD_2(vege.f90); POINT_TO_MESH(mesh.f90),
PHI_S_Y,mesh.f90:496,REAL(EB),2,mesh.f90:903,M%PHI_S_Y,mesh.f90:352,"deferred(:,:); allocated as (IBAR,JBAR)",other,3,2,LEVEL_SET_FIRESPREAD(vege.f90); INITIALIZE_LEVEL_SET_FIRESPREAD_2(vege.f90); POINT_TO_MESH(mesh.f90),
PHI_W,mesh.f90:496,REAL(EB),2,mesh.f90:904,M%PHI_W,mesh.f90:352,"deferred(:,:); no ALLOCATE found",other,1,1,POINT_TO_MESH(mesh.f90),
LS_WORK1,mesh.f90:496,REAL(EB),2,mesh.f90:905,M%LS_WORK1,mesh.f90:352,"deferred(:,:); allocated as (0:IBAR,0:JBAR)",scratch_work,2,2,POINT_TO_MESH(mesh.f90); LEVEL_SET_ADVECT_FLUX(vege.f90),
LS_WORK2,mesh.f90:496,REAL(EB),2,mesh.f90:906,M%LS_WORK2,mesh.f90:352,"deferred(:,:); allocated as (0:IBAR,0:JBAR)",scratch_work,2,2,POINT_TO_MESH(mesh.f90); LEVEL_SET_ADVECT_FLUX(vege.f90),
UNIQUE_SLICE_NAMES,mesh.f90:497,CHARACTER(200),1,mesh.f90:908,M%UNIQUE_SLICE_NAMES,mesh.f90:326,deferred(:); allocated as (N_UNIQUE_SLCF),other,1,1,POINT_TO_MESH(mesh.f90),
ALL_SLICE_NAMES,mesh.f90:497,CHARACTER(200),1,mesh.f90:911,M%ALL_SLICE_NAMES,mesh.f90:326,deferred(:); allocated as (N_SLCF_O*4),other,1,1,POINT_TO_MESH(mesh.f90),
ALL_SLICE_QUANTITIES,mesh.f90:497,CHARACTER(200),1,mesh.f90:913,M%ALL_SLICE_QUANTITIES,mesh.f90:326,deferred(:); allocated as (N_SLCF_O*4),other,1,1,POINT_TO_MESH(mesh.f90),
ALL_SLICE_TOPOLOGIES,mesh.f90:498,INTEGER,1,mesh.f90:912,M%ALL_SLICE_TOPOLOGIES,mesh.f90:327,deferred(:); allocated as (N_SLCF_O*4),other,1,1,POINT_TO_MESH(mesh.f90),
EMPTY_UNIQUE_SLICE,mesh.f90:499,LOGICAL,1,mesh.f90:909,M%EMPTY_UNIQUE_SLICE,mesh.f90:328,deferred(:); allocated as (N_UNIQUE_SLCF),other,1,1,POINT_TO_MESH(mesh.f90),
UNIQUE_SLICE_IS_SL3D,mesh.f90:499,LOGICAL,1,mesh.f90:910,M%UNIQUE_SLICE_IS_SL3D,mesh.f90:328,deferred(:); allocated as (MESHES(1)%N_UNIQUE_SLCF) | (N_UNIQUE_SLCF),other,1,1,POINT_TO_MESH(mesh.f90),
UNIQUE_SLICE_IN_DOMAIN,mesh.f90:499,LOGICAL,1,mesh.f90:914,M%UNIQUE_SLICE_IN_DOMAIN,mesh.f90:328,deferred(:); allocated as (MESHES(1)%N_UNIQUE_SLCF) | (N_UNIQUE_SLCF),other,1,1,POINT_TO_MESH(mesh.f90),
N_UNIQUE_SLCF,mesh.f90:500,INTEGER,0,mesh.f90:907,M%N_UNIQUE_SLCF,mesh.f90:325,scalar,other,1,1,POINT_TO_MESH(mesh.f90),
